Mod:Item:MetaData, Localized Name
gregtech:frame_maraging_steel_a:4, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:5, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:6, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:7, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:8, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:9, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:10, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:11, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:12, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:13, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:14, Maraging Steel 250 Frame
gregtech:frame_maraging_steel_a:15, Maraging Steel 250 Frame
gregtech:frame_lead:0, Lead Frame
gregtech:frame_lead:1, Lead Frame
gregtech:frame_lead:2, Lead Frame
gregtech:frame_lead:3, Lead Frame
gregtech:frame_lead:4, Lead Frame
gregtech:frame_lead:5, Lead Frame
gregtech:frame_lead:6, Lead Frame
gregtech:frame_lead:7, Lead Frame
gregtech:frame_lead:8, Lead Frame
gregtech:frame_lead:9, Lead Frame
gregtech:frame_lead:10, Lead Frame
gregtech:frame_lead:11, Lead Frame
gregtech:frame_lead:12, Lead Frame
gregtech:frame_lead:13, Lead Frame
gregtech:frame_lead:14, Lead Frame
gregtech:frame_lead:15, Lead Frame
gregtech:frame_proto_adamantium:0, Proto Adamantium Frame
gregtech:frame_proto_adamantium:1, Proto Adamantium Frame
gregtech:frame_proto_adamantium:2, Proto Adamantium Frame
gregtech:frame_proto_adamantium:3, Proto Adamantium Frame
gregtech:frame_proto_adamantium:4, Proto Adamantium Frame
gregtech:frame_proto_adamantium:5, Proto Adamantium Frame
gregtech:frame_proto_adamantium:6, Proto Adamantium Frame
gregtech:frame_proto_adamantium:7, Proto Adamantium Frame
gregtech:frame_proto_adamantium:8, Proto Adamantium Frame
gregtech:frame_proto_adamantium:9, Proto Adamantium Frame
gregtech:frame_proto_adamantium:10, Proto Adamantium Frame
gregtech:frame_proto_adamantium:11, Proto Adamantium Frame
gregtech:frame_proto_adamantium:12, Proto Adamantium Frame
gregtech:frame_proto_adamantium:13, Proto Adamantium Frame
gregtech:frame_proto_adamantium:14, Proto Adamantium Frame
gregtech:frame_proto_adamantium:15, Proto Adamantium Frame
gregtech:frame_einsteinium:0, Einsteinium Frame
gregtech:frame_einsteinium:1, Einsteinium Frame
gregtech:frame_einsteinium:2, Einsteinium Frame
gregtech:frame_einsteinium:3, Einsteinium Frame
gregtech:frame_einsteinium:4, Einsteinium Frame
gregtech:frame_einsteinium:5, Einsteinium Frame
gregtech:frame_einsteinium:6, Einsteinium Frame
gregtech:frame_einsteinium:7, Einsteinium Frame
gregtech:frame_einsteinium:8, Einsteinium Frame
gregtech:frame_einsteinium:9, Einsteinium Frame
gregtech:frame_einsteinium:10, Einsteinium Frame
gregtech:frame_einsteinium:11, Einsteinium Frame
gregtech:frame_einsteinium:12, Einsteinium Frame
gregtech:frame_einsteinium:13, Einsteinium Frame
gregtech:frame_einsteinium:14, Einsteinium Frame
gregtech:frame_einsteinium:15, Einsteinium Frame
gregtech:frame_hastelloy_x78:0, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:1, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:2, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:3, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:4, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:5, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:6, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:7, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:8, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:9, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:10, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:11, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:12, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:13, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:14, Hastelloy X78 Frame
gregtech:frame_hastelloy_x78:15, Hastelloy X78 Frame
gregtech:frame_hsss:0, HSS-S Frame
gregtech:frame_hsss:1, HSS-S Frame
gregtech:frame_hsss:2, HSS-S Frame
gregtech:frame_hsss:3, HSS-S Frame
gregtech:frame_hsss:4, HSS-S Frame
gregtech:frame_hsss:5, HSS-S Frame
gregtech:frame_hsss:6, HSS-S Frame
gregtech:frame_hsss:7, HSS-S Frame
gregtech:frame_hsss:8, HSS-S Frame
gregtech:frame_hsss:9, HSS-S Frame
gregtech:frame_hsss:10, HSS-S Frame
gregtech:frame_hsss:11, HSS-S Frame
gregtech:frame_hsss:12, HSS-S Frame
gregtech:frame_hsss:13, HSS-S Frame
gregtech:frame_hsss:14, HSS-S Frame
gregtech:frame_hsss:15, HSS-S Frame
gregtech:frame_vibranium:0, Vibranium Frame
gregtech:frame_vibranium:1, Vibranium Frame
gregtech:frame_vibranium:2, Vibranium Frame
gregtech:frame_vibranium:3, Vibranium Frame
gregtech:frame_vibranium:4, Vibranium Frame
gregtech:frame_vibranium:5, Vibranium Frame
gregtech:frame_vibranium:6, Vibranium Frame
gregtech:frame_vibranium:7, Vibranium Frame
gregtech:frame_vibranium:8, Vibranium Frame
gregtech:frame_vibranium:9, Vibranium Frame
gregtech:frame_vibranium:10, Vibranium Frame
gregtech:frame_vibranium:11, Vibranium Frame
gregtech:frame_vibranium:12, Vibranium Frame
gregtech:frame_vibranium:13, Vibranium Frame
gregtech:frame_vibranium:14, Vibranium Frame
gregtech:frame_vibranium:15, Vibranium Frame
gregtech:frame_wood:0, Wood Frame
gregtech:frame_wood:1, Wood Frame
gregtech:frame_wood:2, Wood Frame
gregtech:frame_wood:3, Wood Frame
gregtech:frame_wood:4, Wood Frame
gregtech:frame_wood:5, Wood Frame
gregtech:frame_wood:6, Wood Frame
gregtech:frame_wood:7, Wood Frame
gregtech:frame_wood:8, Wood Frame
gregtech:frame_wood:9, Wood Frame
gregtech:frame_wood:10, Wood Frame
gregtech:frame_wood:11, Wood Frame
gregtech:frame_wood:12, Wood Frame
gregtech:frame_wood:13, Wood Frame
gregtech:frame_wood:14, Wood Frame
gregtech:frame_wood:15, Wood Frame
gregtech:frame_curium:0, Curium Frame
gregtech:frame_curium:1, Curium Frame
gregtech:frame_curium:2, Curium Frame
gregtech:frame_curium:3, Curium Frame
gregtech:frame_curium:4, Curium Frame
gregtech:frame_curium:5, Curium Frame
gregtech:frame_curium:6, Curium Frame
gregtech:frame_curium:7, Curium Frame
gregtech:frame_curium:8, Curium Frame
gregtech:frame_curium:9, Curium Frame
gregtech:frame_curium:10, Curium Frame
gregtech:frame_curium:11, Curium Frame
gregtech:frame_curium:12, Curium Frame
gregtech:frame_curium:13, Curium Frame
gregtech:frame_curium:14, Curium Frame
gregtech:frame_curium:15, Curium Frame
gregtech:frame_seaborgium:0, Seaborgium Frame
gregtech:frame_seaborgium:1, Seaborgium Frame
gregtech:frame_seaborgium:2, Seaborgium Frame
gregtech:frame_seaborgium:3, Seaborgium Frame
gregtech:frame_seaborgium:4, Seaborgium Frame
gregtech:frame_seaborgium:5, Seaborgium Frame
gregtech:frame_seaborgium:6, Seaborgium Frame
gregtech:frame_seaborgium:7, Seaborgium Frame
gregtech:frame_seaborgium:8, Seaborgium Frame
gregtech:frame_seaborgium:9, Seaborgium Frame
gregtech:frame_seaborgium:10, Seaborgium Frame
gregtech:frame_seaborgium:11, Seaborgium Frame
gregtech:frame_seaborgium:12, Seaborgium Frame
gregtech:frame_seaborgium:13, Seaborgium Frame
gregtech:frame_seaborgium:14, Seaborgium Frame
gregtech:frame_seaborgium:15, Seaborgium Frame
gregtech:frame_stainless_steel:0, Stainless Steel Frame
gregtech:frame_stainless_steel:1, Stainless Steel Frame
gregtech:frame_stainless_steel:2, Stainless Steel Frame
gregtech:frame_stainless_steel:3, Stainless Steel Frame
gregtech:frame_stainless_steel:4, Stainless Steel Frame
gregtech:frame_stainless_steel:5, Stainless Steel Frame
gregtech:frame_stainless_steel:6, Stainless Steel Frame
gregtech:frame_stainless_steel:7, Stainless Steel Frame
gregtech:frame_stainless_steel:8, Stainless Steel Frame
gregtech:frame_stainless_steel:9, Stainless Steel Frame
gregtech:frame_stainless_steel:10, Stainless Steel Frame
gregtech:frame_stainless_steel:11, Stainless Steel Frame
gregtech:frame_stainless_steel:12, Stainless Steel Frame
gregtech:frame_stainless_steel:13, Stainless Steel Frame
gregtech:frame_stainless_steel:14, Stainless Steel Frame
gregtech:frame_stainless_steel:15, Stainless Steel Frame
gregtech:frame_neutronium:0, Neutronium Frame
gregtech:frame_neutronium:1, Neutronium Frame
gregtech:frame_neutronium:2, Neutronium Frame
gregtech:frame_neutronium:3, Neutronium Frame
gregtech:frame_neutronium:4, Neutronium Frame
gregtech:frame_neutronium:5, Neutronium Frame
gregtech:frame_neutronium:6, Neutronium Frame
gregtech:frame_neutronium:7, Neutronium Frame
gregtech:frame_neutronium:8, Neutronium Frame
gregtech:frame_neutronium:9, Neutronium Frame
gregtech:frame_neutronium:10, Neutronium Frame
gregtech:frame_neutronium:11, Neutronium Frame
gregtech:frame_neutronium:12, Neutronium Frame
gregtech:frame_neutronium:13, Neutronium Frame
gregtech:frame_neutronium:14, Neutronium Frame
gregtech:frame_neutronium:15, Neutronium Frame
gregtech:frame_lafium:0, Lafium Frame
gregtech:frame_lafium:1, Lafium Frame
gregtech:frame_lafium:2, Lafium Frame
gregtech:frame_lafium:3, Lafium Frame
gregtech:frame_lafium:4, Lafium Frame
gregtech:frame_lafium:5, Lafium Frame
gregtech:frame_lafium:6, Lafium Frame
gregtech:frame_lafium:7, Lafium Frame
gregtech:frame_lafium:8, Lafium Frame
gregtech:frame_lafium:9, Lafium Frame
gregtech:frame_lafium:10, Lafium Frame
gregtech:frame_lafium:11, Lafium Frame
gregtech:frame_lafium:12, Lafium Frame
gregtech:frame_lafium:13, Lafium Frame
gregtech:frame_lafium:14, Lafium Frame
gregtech:frame_lafium:15, Lafium Frame
gregtech:frame_black_titanium:0, Black Titanium Frame
gregtech:frame_black_titanium:1, Black Titanium Frame
gregtech:frame_black_titanium:2, Black Titanium Frame
gregtech:frame_black_titanium:3, Black Titanium Frame
gregtech:frame_black_titanium:4, Black Titanium Frame
gregtech:frame_black_titanium:5, Black Titanium Frame
gregtech:frame_black_titanium:6, Black Titanium Frame
gregtech:frame_black_titanium:7, Black Titanium Frame
gregtech:frame_black_titanium:8, Black Titanium Frame
gregtech:frame_black_titanium:9, Black Titanium Frame
gregtech:frame_black_titanium:10, Black Titanium Frame
gregtech:frame_black_titanium:11, Black Titanium Frame
gregtech:frame_black_titanium:12, Black Titanium Frame
gregtech:frame_black_titanium:13, Black Titanium Frame
gregtech:frame_black_titanium:14, Black Titanium Frame
gregtech:frame_black_titanium:15, Black Titanium Frame
gregtech:frame_hdcs:0, High Durability Compound Steel Frame
gregtech:frame_hdcs:1, High Durability Compound Steel Frame
gregtech:frame_hdcs:2, High Durability Compound Steel Frame
gregtech:frame_hdcs:3, High Durability Compound Steel Frame
gregtech:frame_hdcs:4, High Durability Compound Steel Frame
gregtech:frame_hdcs:5, High Durability Compound Steel Frame
gregtech:frame_hdcs:6, High Durability Compound Steel Frame
gregtech:frame_hdcs:7, High Durability Compound Steel Frame
gregtech:frame_hdcs:8, High Durability Compound Steel Frame
gregtech:frame_hdcs:9, High Durability Compound Steel Frame
gregtech:frame_hdcs:10, High Durability Compound Steel Frame
gregtech:frame_hdcs:11, High Durability Compound Steel Frame
gregtech:frame_hdcs:12, High Durability Compound Steel Frame
gregtech:frame_hdcs:13, High Durability Compound Steel Frame
gregtech:frame_hdcs:14, High Durability Compound Steel Frame
gregtech:frame_hdcs:15, High Durability Compound Steel Frame
gregtech:frame_zirconium_carbide:0, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:1, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:2, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:3, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:4, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:5, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:6, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:7, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:8, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:9, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:10, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:11, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:12, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:13, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:14, Zirconium Carbide Frame
gregtech:frame_zirconium_carbide:15, Zirconium Carbide Frame
gregtech:frame_eglin_steel:0, Eglin Steel Frame
gregtech:frame_eglin_steel:1, Eglin Steel Frame
gregtech:frame_eglin_steel:2, Eglin Steel Frame
gregtech:frame_eglin_steel:3, Eglin Steel Frame
gregtech:frame_eglin_steel:4, Eglin Steel Frame
gregtech:frame_eglin_steel:5, Eglin Steel Frame
gregtech:frame_eglin_steel:6, Eglin Steel Frame
gregtech:frame_eglin_steel:7, Eglin Steel Frame
gregtech:frame_eglin_steel:8, Eglin Steel Frame
gregtech:frame_eglin_steel:9, Eglin Steel Frame
gregtech:frame_eglin_steel:10, Eglin Steel Frame
gregtech:frame_eglin_steel:11, Eglin Steel Frame
gregtech:frame_eglin_steel:12, Eglin Steel Frame
gregtech:frame_eglin_steel:13, Eglin Steel Frame
gregtech:frame_eglin_steel:14, Eglin Steel Frame
gregtech:frame_eglin_steel:15, Eglin Steel Frame
gregtech:frame_neptunium:0, Neptunium Frame
gregtech:frame_neptunium:1, Neptunium Frame
gregtech:frame_neptunium:2, Neptunium Frame
gregtech:frame_neptunium:3, Neptunium Frame
gregtech:frame_neptunium:4, Neptunium Frame
gregtech:frame_neptunium:5, Neptunium Frame
gregtech:frame_neptunium:6, Neptunium Frame
gregtech:frame_neptunium:7, Neptunium Frame
gregtech:frame_neptunium:8, Neptunium Frame
gregtech:frame_neptunium:9, Neptunium Frame
gregtech:frame_neptunium:10, Neptunium Frame
gregtech:frame_neptunium:11, Neptunium Frame
gregtech:frame_neptunium:12, Neptunium Frame
gregtech:frame_neptunium:13, Neptunium Frame
gregtech:frame_neptunium:14, Neptunium Frame
gregtech:frame_neptunium:15, Neptunium Frame
gregtech:frame_tumbaga:0, Tumbaga Frame
gregtech:frame_tumbaga:1, Tumbaga Frame
gregtech:frame_tumbaga:2, Tumbaga Frame
gregtech:frame_tumbaga:3, Tumbaga Frame
gregtech:frame_tumbaga:4, Tumbaga Frame
gregtech:frame_tumbaga:5, Tumbaga Frame
gregtech:frame_tumbaga:6, Tumbaga Frame
gregtech:frame_tumbaga:7, Tumbaga Frame
gregtech:frame_tumbaga:8, Tumbaga Frame
gregtech:frame_tumbaga:9, Tumbaga Frame
gregtech:frame_tumbaga:10, Tumbaga Frame
gregtech:frame_tumbaga:11, Tumbaga Frame
gregtech:frame_tumbaga:12, Tumbaga Frame
gregtech:frame_tumbaga:13, Tumbaga Frame
gregtech:frame_tumbaga:14, Tumbaga Frame
gregtech:frame_tumbaga:15, Tumbaga Frame
gregtech:frame_incoloy813:0, Incoloy 813 Frame
gregtech:frame_incoloy813:1, Incoloy 813 Frame
gregtech:frame_incoloy813:2, Incoloy 813 Frame
gregtech:frame_incoloy813:3, Incoloy 813 Frame
gregtech:frame_incoloy813:4, Incoloy 813 Frame
gregtech:frame_incoloy813:5, Incoloy 813 Frame
gregtech:frame_incoloy813:6, Incoloy 813 Frame
gregtech:frame_incoloy813:7, Incoloy 813 Frame
gregtech:frame_incoloy813:8, Incoloy 813 Frame
gregtech:frame_incoloy813:9, Incoloy 813 Frame
gregtech:frame_incoloy813:10, Incoloy 813 Frame
gregtech:frame_incoloy813:11, Incoloy 813 Frame
gregtech:frame_incoloy813:12, Incoloy 813 Frame
gregtech:frame_incoloy813:13, Incoloy 813 Frame
gregtech:frame_incoloy813:14, Incoloy 813 Frame
gregtech:frame_incoloy813:15, Incoloy 813 Frame
gregtech:frame_zeron:0, Zeron 100 Frame
gregtech:frame_zeron:1, Zeron 100 Frame
gregtech:frame_zeron:2, Zeron 100 Frame
gregtech:frame_zeron:3, Zeron 100 Frame
gregtech:frame_zeron:4, Zeron 100 Frame
gregtech:frame_zeron:5, Zeron 100 Frame
gregtech:frame_zeron:6, Zeron 100 Frame
gregtech:frame_zeron:7, Zeron 100 Frame
gregtech:frame_zeron:8, Zeron 100 Frame
gregtech:frame_zeron:9, Zeron 100 Frame
gregtech:frame_zeron:10, Zeron 100 Frame
gregtech:frame_zeron:11, Zeron 100 Frame
gregtech:frame_zeron:12, Zeron 100 Frame
gregtech:frame_zeron:13, Zeron 100 Frame
gregtech:frame_zeron:14, Zeron 100 Frame
gregtech:frame_zeron:15, Zeron 100 Frame
gregtech:frame_adamantium:0, Adamantium Frame
gregtech:frame_adamantium:1, Adamantium Frame
gregtech:frame_adamantium:2, Adamantium Frame
gregtech:frame_adamantium:3, Adamantium Frame
gregtech:frame_adamantium:4, Adamantium Frame
gregtech:frame_adamantium:5, Adamantium Frame
gregtech:frame_adamantium:6, Adamantium Frame
gregtech:frame_adamantium:7, Adamantium Frame
gregtech:frame_adamantium:8, Adamantium Frame
gregtech:frame_adamantium:9, Adamantium Frame
gregtech:frame_adamantium:10, Adamantium Frame
gregtech:frame_adamantium:11, Adamantium Frame
gregtech:frame_adamantium:12, Adamantium Frame
gregtech:frame_adamantium:13, Adamantium Frame
gregtech:frame_adamantium:14, Adamantium Frame
gregtech:frame_adamantium:15, Adamantium Frame
gregtech:frame_qcd_confined_matter:0, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:1, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:2, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:3, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:4, Quantumchromodynamically Confined Matter Frame
gregtech:frame_qcd_confined_matter:5, Quantumchromodynamically Confined Matter Frame
